Nanometers,Reference_Counts,Sample_Counts,Dark_Counts,Reference_Corrected,Sample_Corrected,Absorbance,Absorbance_per_cm
367.3,159.04,79.76,4.58,154.46,75.18,0.312714,0.312714
367.9,158.72,79.22,4.2,154.52,75.02,0.313808,0.313808
368.4,159.44,79.42,4.3,155.14,75.12,0.314968,0.314968
368.9,159.82,79.66,4.5,155.32,75.16,0.315241,0.315241
369.5,159.54,79.78,4.7,154.84,75.08,0.314359,0.314359
370,159.12,79.22,4.44,154.68,74.78,0.315649,0.315649
370.5,159.92,79.5,4.58,155.34,74.92,0.316686,0.316686
371,159.78,79.12,4.64,155.14,74.48,0.318684,0.318684
371.6,159.5,79.04,4.56,154.94,74.48,0.318124,0.318124
372.1,159.28,78.66,4.32,154.96,74.34,0.318997,0.318997
372.6,159.84,78.74,4.44,155.4,74.3,0.320462,0.320462
373.1,160.04,78.76,4.8,155.24,73.96,0.322007,0.322007
373.7,159.7,78.52,4.82,154.88,73.7,0.322528,0.322528
374.2,159.22,77.82,4.32,154.9,73.5,0.323764,0.323764
374.7,159.9,77.82,4.4,155.5,73.42,0.325916,0.325916
375.3,160.16,77.78,4.52,155.64,73.26,0.327254,0.327254
375.8,159.76,77.74,4.64,155.12,73.1,0.32675,0.32675
376.3,159.46,77.02,4.48,154.98,72.54,0.329698,0.329698
376.8,160.32,77.46,4.72,155.6,72.74,0.330236,0.330236
377.4,160.9,77.4,4.96,155.94,72.44,0.332979,0.332979
377.9,160.16,77.1,4.9,155.26,72.2,0.332522,0.332522
378.4,159.8,76.3,4.5,155.3,71.8,0.335047,0.335047
378.9,160.38,76.52,4.72,155.66,71.8,0.336053,0.336053
379.5,160.72,76.74,4.66,156.06,72.08,0.335477,0.335477
380,160.44,76.52,4.56,155.88,71.96,0.335699,0.335699
380.5,159.56,75.24,4.16,155.4,71.08,0.339704,0.339704
381.1,160,75.2,4.36,155.64,70.84,0.341843,0.341843
381.6,160.06,74.7,4.18,155.88,70.52,0.344478,0.344478
382.1,159.7,74.74,4.24,155.46,70.5,0.34343,0.34343
382.6,159.28,74.02,3.9,155.38,70.12,0.345553,0.345553
383.2,159.74,74.06,4.1,155.64,69.96,0.347271,0.347271
383.7,159.92,73.84,4.1,155.82,69.74,0.349141,0.349141
384.2,159.58,73.62,4.26,155.32,69.36,0.350118,0.350118
384.7,158.92,72.5,4.02,154.9,68.48,0.354488,0.354488
385.3,159.22,72.54,4.24,154.98,68.3,0.355855,0.355855
385.8,159.1,72.66,4.38,154.72,68.28,0.355253,0.355253
386.3,158.58,72.2,4.44,154.14,67.76,0.356942,0.356942
386.9,158.1,71.2,4.3,153.8,66.9,0.36153,0.36153
387.4,158.7,71.46,4.46,154.24,67,0.362122,0.362122
387.9,158.7,71.16,4.36,154.34,66.8,0.363702,0.363702
388.4,158.06,70.62,4.38,153.68,66.24,0.365497,0.365497
389,157.36,69.9,4.06,153.3,65.84,0.367052,0.367052
389.5,157.74,69.78,4.22,153.52,65.56,0.369526,0.369526
390,157.54,69.66,4.26,153.28,65.4,0.369908,0.369908
390.5,156.82,69.38,4.34,152.48,65.04,0.370032,0.370032
391.1,156.48,69.04,4.26,152.22,64.78,0.371031,0.371031
391.6,157.14,69.08,4.4,152.74,64.68,0.373183,0.373183
392.1,157.14,68.92,4.32,152.82,64.6,0.373948,0.373948
392.7,156.66,68.34,4.44,152.22,63.9,0.376971,0.376971
393.2,156.02,67.48,4.12,151.9,63.36,0.379743,0.379743
393.7,156.2,67.46,4.3,151.9,63.16,0.381116,0.381116
394.2,156.24,67.54,4.26,151.98,63.28,0.38052,0.38052
394.8,155.82,66.96,4.28,151.54,62.68,0.383398,0.383398
395.3,155.5,66.2,3.96,151.54,62.24,0.386458,0.386458
395.8,156.46,66.62,4.26,152.2,62.36,0.387509,0.387509
396.3,156.3,66.26,4.24,152.06,62.02,0.389483,0.389483
396.9,155.74,65.72,4.22,151.52,61.5,0.391595,0.391595
397.4,155.42,64.78,4.08,151.34,60.7,0.396765,0.396765
397.9,155.92,65.04,4.14,151.78,60.9,0.396597,0.396597
398.5,156.48,65.08,4.28,152.2,60.8,0.398511,0.398511
399,156.58,64.64,4.32,152.26,60.32,0.402124,0.402124
399.5,156.66,63.98,4.1,152.56,59.88,0.406159,0.406159
400,157.3,63.84,4.2,153.1,59.64,0.409438,0.409438
400.6,157.84,63.76,4.36,153.48,59.4,0.412265,0.412265
401.1,157.9,63.48,4.38,153.52,59.1,0.414577,0.414577
401.6,158.16,62.7,4.14,154.02,58.56,0.419976,0.419976
402.1,159.44,63.02,4.28,155.16,58.74,0.421846,0.421846
402.7,160.32,62.74,4.12,156.2,58.62,0.425635,0.425635
403.2,160.72,62.52,4.18,156.54,58.34,0.428659,0.428659
403.7,160.98,61.48,3.78,157.2,57.7,0.435277,0.435277
404.3,162.7,61.6,4,158.7,57.6,0.440154,0.440154
404.8,163.92,61.46,3.94,159.98,57.52,0.444247,0.444247
405.3,164.72,61.32,3.92,160.8,57.4,0.447374,0.447374
405.8,165.32,60.44,3.62,161.7,56.82,0.454209,0.454209
406.4,167.22,60.68,3.88,163.34,56.8,0.458744,0.458744
406.9,168.98,60.64,3.8,165.18,56.84,0.463303,0.463303
407.4,170.3,60.6,3.98,166.32,56.62,0.467975,0.467975
407.9,171.3,60.08,3.78,167.52,56.3,0.473558,0.473558
408.5,173.52,60.26,3.94,169.58,56.32,0.478712,0.478712
409,175.28,60.44,4,171.28,56.44,0.48212,0.48212
409.5,176.68,60.14,4.14,172.54,56,0.488702,0.488702
410,177.74,59.34,4.06,173.68,55.28,0.497182,0.497182
410.6,180.18,59.6,4.2,175.98,55.4,0.501954,0.501954
411.1,181.96,59.7,4.36,177.6,55.34,0.506404,0.506404
411.6,183.02,59.38,4.42,178.6,54.96,0.511835,0.511835
412.2,183.78,58.38,4.14,179.64,54.24,0.520083,0.520083
412.7,185.7,58.66,4.3,181.4,54.36,0.523358,0.523358
413.2,187.18,58.46,4.22,182.96,54.24,0.528036,0.528036
413.7,188,58.22,4.32,183.68,53.9,0.532473,0.532473
414.3,188.66,57.36,3.98,184.68,53.38,0.539041,0.539041
414.8,190.5,57.72,4.2,186.3,53.52,0.541697,0.541697
415.3,191.3,57.4,4.08,187.22,53.32,0.545462,0.545462
415.8,191.68,56.98,3.94,187.74,53.04,0.548953,0.548953
416.4,191.86,56.34,3.8,188.06,52.54,0.553806,0.553806
416.9,192.86,56.6,3.82,189.04,52.78,0.554084,0.554084
417.4,193.38,56.32,3.6,189.78,52.72,0.556275,0.556275
418,193.72,56.44,3.8,189.92,52.64,0.557255,0.557255
418.5,193.62,55.72,3.4,190.22,52.32,0.560588,0.560588
419,194.4,55.82,3.58,190.82,52.24,0.562621,0.562621
419.5,194.46,55.98,3.44,191.02,52.54,0.560589,0.560589
420.1,194.42,55.74,3.52,190.9,52.22,0.562969,0.562969
420.6,194.2,54.9,3.2,191,51.7,0.567543,0.567543
421.1,195.28,54.92,3.5,191.78,51.42,0.571671,0.571671
421.6,195.32,54.88,3.34,191.98,51.54,0.571112,0.571112
422.2,195.2,54.86,3.4,191.8,51.46,0.571379,0.571379
422.7,195.12,54.3,3.44,191.68,50.86,0.5762,0.5762
423.2,195.88,54.48,3.6,192.28,50.88,0.577387,0.577387
423.8,196.08,54.52,3.66,192.42,50.86,0.577874,0.577874
424.3,195.66,54.24,3.66,192,50.58,0.579322,0.579322
424.8,195.18,53.56,3.4,191.78,50.16,0.582446,0.582446
425.3,196.12,54,3.62,192.5,50.38,0.582173,0.582173
425.9,196.78,54.04,3.68,193.1,50.36,0.583697,0.583697
426.4,197.3,53.92,3.74,193.56,50.18,0.586285,0.586285
426.9,197.3,53,3.64,193.66,49.36,0.593665,0.593665
427.4,198.32,53.4,3.9,194.42,49.5,0.594136,0.594136
428,198.98,53.68,3.92,195.06,49.76,0.593288,0.593288
428.5,199.88,53.8,3.94,195.94,49.86,0.594371,0.594371
429,200.58,53.12,3.78,196.8,49.34,0.600826,0.600826
429.6,201.76,53.42,3.96,197.8,49.46,0.601972,0.601972
430.1,202.86,53.44,3.78,199.08,49.66,0.603021,0.603021
430.6,203.54,53.3,3.9,199.64,49.4,0.606521,0.606521
431.1,203.76,52.54,3.6,200.16,48.94,0.611713,0.611713
431.7,205.7,53.14,3.84,201.86,49.3,0.612203,0.612203
432.2,207.58,53.34,3.84,203.74,49.5,0.614471,0.614471
432.7,208.8,53.06,3.88,204.92,49.18,0.619796,0.619796
433.2,209.82,52.24,3.56,206.26,48.68,0.627064,0.627064
433.8,211.9,52.54,3.66,208.24,48.88,0.629433,0.629433
434.3,214.04,53.02,3.7,210.34,49.32,0.629899,0.629899
434.8,215.88,53.04,3.76,212.12,49.28,0.633911,0.633911
435.4,217.68,52.62,3.54,214.14,49.08,0.639793,0.639793
435.9,220.24,52.36,3.7,216.54,48.66,0.648366,0.648366
436.4,222.7,52.36,3.64,219.06,48.72,0.652856,0.652856
436.9,224.22,52.34,3.7,220.52,48.64,0.656454,0.656454
437.5,226.66,51.9,3.42,223.24,48.48,0.663209,0.663209
438,229.68,51.88,3.58,226.1,48.3,0.670353,0.670353
438.5,232.46,52.24,3.5,228.96,48.74,0.671874,0.671874
439,234.96,52.08,3.6,231.36,48.48,0.678726,0.678726
439.6,238.1,51.24,3.34,234.76,47.9,0.690289,0.690289
440.1,242.26,51.8,3.46,238.8,48.34,0.693728,0.693728
440.6,245.76,51.78,3.38,242.38,48.4,0.699651,0.699651
441.2,248.38,51.7,3.46,244.92,48.24,0.705617,0.705617
441.7,252.14,51.18,3.38,248.76,47.8,0.716353,0.716353
442.2,256.34,51.84,3.48,252.86,48.36,0.718394,0.718394
442.7,259.96,51.8,3.32,256.64,48.48,0.723762,0.723762
443.3,263.3,51.8,3.46,259.84,48.34,0.730399,0.730399
443.8,267.04,51.34,3.24,263.8,48.1,0.73913,0.73913
444.3,271.1,52.12,3.44,267.66,48.68,0.740233,0.740233
444.8,274.58,52.42,3.36,271.22,49.06,0.742594,0.742594
445.4,277.86,52.62,3.44,274.42,49.18,0.746627,0.746627
445.9,281.24,52.36,3.34,277.9,49.02,0.753515,0.753515
446.4,285.5,52.52,3.48,282.02,49.04,0.759729,0.759729
447,288.72,52.92,3.46,285.26,49.46,0.760987,0.760987
447.5,290.9,52.5,3.46,287.44,49.04,0.767997,0.767997
448,293.88,51.88,3.26,290.62,48.62,0.776511,0.776511
448.5,296.74,52.68,3.5,293.24,49.18,0.775435,0.775435
449.1,298.86,52.8,3.46,295.4,49.34,0.777211,0.777211
449.6,300.56,52.64,3.52,297.04,49.12,0.781557,0.781557
450.1,302.86,52.18,3.34,299.52,48.84,0.78765,0.78765
450.6,305.54,52.68,3.48,302.06,49.2,0.788128,0.788128
451.2,307.5,53.06,3.5,304,49.56,0.787742,0.787742
451.7,308.86,53.18,3.6,305.26,49.58,0.789363,0.789363
452.2,310.1,52.56,3.52,306.58,49.04,0.795993,0.795993
452.8,311.6,52.98,3.7,307.9,49.28,0.795739,0.795739
453.3,312.82,53.18,3.58,309.24,49.6,0.794814,0.794814
453.8,313.78,53.44,3.68,310.1,49.76,0.794621,0.794621
454.3,314.52,53.22,3.38,311.14,49.84,0.795378,0.795378
454.9,315.94,53.74,3.64,312.3,50.1,0.794734,0.794734
455.4,316.68,53.5,3.58,313.1,49.92,0.797408,0.797408
455.9,316.64,53.5,3.66,312.98,49.84,0.797939,0.797939
456.4,316.78,52.92,3.46,313.32,49.46,0.801734,0.801734
457,318.02,53.48,3.58,314.44,49.9,0.799437,0.799437
457.5,318.82,53.64,3.52,315.3,50.12,0.798713,0.798713
458,318.54,53.7,3.64,314.9,50.06,0.798682,0.798682
458.5,318.54,53.04,3.34,315.2,49.7,0.80223,0.80223
459.1,319.4,53.5,3.5,315.9,50,0.80058,0.80058
459.6,319.92,53.52,3.36,316.56,50.16,0.800099,0.800099
460.1,320.28,53.84,3.48,316.8,50.36,0.798699,0.798699
460.7,320.76,53.62,3.44,317.32,50.18,0.800967,0.800967
461.2,321.58,54,3.58,318,50.42,0.799824,0.799824
461.7,322.06,54,3.48,318.58,50.52,0.799755,0.799755
462.2,322.66,54.28,3.72,318.94,50.56,0.799902,0.799902
462.8,323.36,53.66,3.62,319.74,50.04,0.80548,0.80548
463.3,324.86,54.12,3.74,321.12,50.38,0.804409,0.804409
463.8,325.94,54.26,3.64,322.3,50.62,0.803938,0.803938
464.3,326.46,54.76,3.72,322.74,51.04,0.800942,0.800942
464.9,327.74,54.1,3.58,324.16,50.52,0.807296,0.807296
465.4,330.12,54.96,3.82,326.3,51.14,0.804856,0.804856
465.9,332.12,54.98,3.8,328.32,51.18,0.807197,0.807197
466.5,333.62,55,3.86,329.76,51.14,0.809437,0.809437
467,335.62,54.62,3.7,331.92,50.92,0.814145,0.814145
467.5,338.68,55.28,3.84,334.84,51.44,0.813536,0.813536
468,341.14,55.54,3.78,337.36,51.76,0.814099,0.814099
468.6,343.26,55.82,3.94,339.32,51.88,0.815609,0.815609
469.1,346.36,55.14,3.64,342.72,51.5,0.823132,0.823132
469.6,349.52,55.16,3.84,345.68,51.32,0.828388,0.828388
470.1,352,55.34,3.78,348.22,51.56,0.829541,0.829541
470.7,354.56,55.54,3.84,350.72,51.7,0.83147,0.83147
471.2,357.46,54.96,3.42,354.04,51.54,0.836908,0.836908
471.7,361.14,55.74,3.72,357.42,52.02,0.837009,0.837009
472.3,364.62,55.7,3.54,361.08,52.16,0.840266,0.840266
472.8,367.26,55.58,3.64,363.62,51.94,0.845146,0.845146
473.3,369.76,55.12,3.32,366.44,51.8,0.849673,0.849673
473.8,373.22,56.02,3.54,369.68,52.48,0.847832,0.847832
474.4,376.62,56.12,3.32,373.3,52.8,0.849424,0.849424
474.9,379.54,56.3,3.44,376.1,52.86,0.852176,0.852176
475.4,382.88,55.52,3.18,379.7,52.34,0.860607,0.860607
475.9,386.46,55.92,3.38,383.08,52.54,0.862799,0.862799
476.5,390.28,56.7,3.4,386.88,53.3,0.860849,0.860849
477,392.92,57.04,3.6,389.32,53.44,0.86244,0.86244
477.5,395.72,56.2,3.42,392.3,52.78,0.871149,0.871149
478.1,399.34,56.8,3.64,395.7,53.16,0.871781,0.871781
478.6,402.4,57.22,3.52,398.88,53.7,0.870868,0.870868
479.1,405.38,57.24,3.56,401.82,53.68,0.874219,0.874219
479.6,408.74,56.62,3.3,405.44,53.32,0.881036,0.881036
480.2,412.52,57.66,3.46,409.06,54.2,0.877788,0.877788
480.7,415.94,57.94,3.36,412.58,54.58,0.878475,0.878475
481.2,418.74,58.04,3.5,415.24,54.54,0.881584,0.881584
481.7,421.78,57.28,3.24,418.54,54.04,0.889022,0.889022
482.3,425.74,57.98,3.44,422.3,54.54,0.888906,0.888906
482.8,429.56,58.38,3.44,426.12,54.94,0.889643,0.889643
483.3,432.38,58.46,3.48,428.9,54.98,0.892151,0.892151
483.9,435.22,58.24,3.26,431.96,54.98,0.895239,0.895239
484.4,438.32,58.4,3.38,434.94,55.02,0.897909,0.897909
484.9,441.14,58.62,3.28,437.86,55.34,0.898296,0.898296
485.4,443.72,58.66,3.46,440.26,55.2,0.90177,0.90177
486,446.4,58.06,3.24,443.16,54.82,0.907622,0.907622
486.5,449.36,58.6,3.34,446.02,55.26,0.906943,0.906943
487,451.86,59.26,3.28,448.58,55.98,0.903807,0.903807
487.5,453.66,59.42,3.44,450.22,55.98,0.905392,0.905392
488.1,456.04,58.68,3.28,452.76,55.4,0.912358,0.912358
488.6,458.5,59.06,3.28,455.22,55.78,0.911743,0.911743
489.1,460.54,59.46,3.26,457.28,56.2,0.910446,0.910446
489.7,462.02,59.6,3.44,458.58,56.16,0.911988,0.911988
490.2,463.84,59.52,3.36,460.48,56.16,0.913784,0.913784
490.7,465.84,59.8,3.54,462.3,56.26,0.914724,0.914724
491.2,467.66,59.72,3.54,464.12,56.18,0.917049,0.917049
491.8,468.88,59.74,3.56,465.32,56.18,0.91817,0.91817
492.3,470.02,59.62,3.32,466.7,56.3,0.918529,0.918529
492.8,471.28,59.78,3.4,467.88,56.38,0.919009,0.919009
493.3,472.48,60.14,3.46,469.02,56.68,0.917762,0.917762
493.9,473.42,60.6,3.64,469.78,56.96,0.916325,0.916325
494.4,474.34,60.02,3.62,470.72,56.4,0.921484,0.921484
494.9,475.54,60.52,3.6,471.94,56.92,0.918622,0.918622
495.5,476.18,60.56,3.7,472.48,56.86,0.919577,0.919577
496,476.56,60.78,3.72,472.84,57.06,0.918382,0.918382
496.5,477.14,60.3,3.54,473.6,56.76,0.921369,0.921369
497,478.22,60.96,3.62,474.6,57.34,0.91787,0.91787
497.6,478.8,61.34,3.58,475.22,57.76,0.915268,0.915268
498.1,479.42,61.52,3.72,475.7,57.8,0.915405,0.915405
498.6,479.92,61.42,3.5,476.42,57.92,0.915161,0.915161
499.1,480.74,62.04,3.68,477.06,58.36,0.912458,0.912458
499.7,481.24,62.44,3.5,477.74,58.94,0.908781,0.908781
500.2,481.72,62.6,3.5,478.22,59.1,0.90804,0.90804
500.7,482.32,62.38,3.14,479.18,59.24,0.907884,0.907884
501.3,483.22,62.78,3.34,479.88,59.44,0.907054,0.907054
501.8,483.8,63.22,3.18,480.62,60.04,0.903361,0.903361
502.3,483.66,63.26,3.3,480.36,59.96,0.903705,0.903705
502.8,484.04,63.12,3.1,480.94,60.02,0.903795,0.903795
503.4,484.86,63.62,3.32,481.54,60.3,0.902315,0.902315
503.9,485.18,64.54,3.12,482.06,61.42,0.894791,0.894791
504.4,485.5,65,3.14,482.36,61.86,0.891961,0.891961
504.9,486.4,65.2,2.98,483.42,62.22,0.890395,0.890395
505.5,487.52,66.34,3.2,484.32,63.14,0.884828,0.884828
506,487.96,67.14,3.1,484.86,64.04,0.879165,0.879165
506.5,488.56,68.28,3.32,485.24,64.96,0.873311,0.873311
507.1,489.78,68.72,3.3,486.48,65.42,0.871354,0.871354
507.6,490.74,69.92,3.44,487.3,66.48,0.865105,0.865105
508.1,491.7,71.1,3.52,488.18,67.58,0.858762,0.858762
508.6,492.2,71.92,3.68,488.52,68.24,0.854843,0.854843
509.2,493.56,72.92,3.64,489.92,69.28,0.849517,0.849517
509.7,495.38,74.56,3.72,491.66,70.84,0.841386,0.841386
510.2,496.82,76.18,3.72,493.1,72.46,0.832837,0.832837
510.7,497.9,77.4,3.76,494.14,73.64,0.826736,0.826736
511.3,499.44,78.4,3.58,495.86,74.82,0.821341,0.821341
511.8,501.38,80.5,3.82,497.56,76.68,0.812163,0.812163
512.3,503.14,82.7,3.72,499.42,78.98,0.800949,0.800949
512.8,504.38,84.32,3.82,500.56,80.5,0.79366,0.79366
513.4,505.72,85.46,3.54,502.18,81.92,0.787469,0.787469
513.9,507.72,88.42,3.64,504.08,84.78,0.774206,0.774206
514.4,509.38,90.78,3.66,505.72,87.12,0.763792,0.763792
515,510.78,93.32,3.64,507.14,89.68,0.752432,0.752432
515.5,512.42,94.94,3.36,509.06,91.58,0.744968,0.744968
516,514.62,98.14,3.54,511.08,94.6,0.732598,0.732598
516.5,516.58,100.8,3.4,513.18,97.4,0.721711,0.721711
517.1,518.12,103.32,3.46,514.66,99.86,0.712129,0.712129
517.6,520.08,105.92,3.36,516.72,102.56,0.702277,0.702277
518.1,522.58,109.94,3.44,519.14,106.5,0.687935,0.687935
518.6,524.4,113.64,3.5,520.9,110.14,0.674809,0.674809
519.2,526.12,116.78,3.5,522.62,113.28,0.664033,0.664033
519.7,528.18,120.04,3.18,525,116.86,0.652493,0.652493
520.2,530.72,124.52,3.36,527.36,121.16,0.638748,0.638748
520.8,532.5,128.72,3.52,528.98,125.2,0.625835,0.625835
521.3,533.96,132.4,3.62,530.34,128.78,0.614706,0.614706
521.8,535.84,135.74,3.4,532.44,132.34,0.60458,0.60458
522.3,538.24,140.52,3.5,534.74,137.02,0.591359,0.591359
522.9,540.72,145.38,3.52,537.2,141.86,0.578276,0.578276
523.4,542.62,149.66,3.6,539.02,146.06,0.567074,0.567074
523.9,544.2,153.7,3.42,540.78,150.28,0.556119,0.556119
524.4,546.34,158.56,3.56,542.78,155,0.544292,0.544292
525,548.18,163.18,3.64,544.54,159.54,0.53316,0.53316
525.5,549.66,167.04,3.68,545.98,163.36,0.524031,0.524031
526,551.32,171.02,3.58,547.74,167.44,0.514715,0.514715
526.6,553.58,176.02,3.68,549.9,172.34,0.503898,0.503898
527.1,555.36,181.08,3.64,551.72,177.44,0.492667,0.492667
527.6,556.9,185.22,3.64,553.26,181.58,0.483861,0.483861
528.1,558.4,189.08,3.38,555.02,185.7,0.475497,0.475497
528.7,560.36,194.4,3.54,556.82,190.86,0.465,0.465
529.2,561.64,199.32,3.52,558.12,195.8,0.454915,0.454915
529.7,562.68,203.74,3.52,559.16,200.22,0.446029,0.446029
530.2,564.32,208.74,3.34,560.98,205.4,0.436347,0.436347
530.8,566.32,214.2,3.56,562.76,210.64,0.426782,0.426782
531.3,567.36,218.76,3.54,563.82,215.22,0.418258,0.418258
531.8,568.12,222.76,3.6,564.52,219.16,0.410918,0.410918
532.4,569.36,227.52,3.48,565.88,224.04,0.402399,0.402399
532.9,570.66,232.84,3.58,567.08,229.26,0.393316,0.393316
533.4,571.42,238,3.52,567.9,234.48,0.384166,0.384166
533.9,571.92,242.1,3.64,568.28,238.46,0.377147,0.377147
534.5,572.4,246.1,3.46,568.94,242.64,0.370104,0.370104
535,573.58,251.12,3.66,569.92,247.46,0.362309,0.362309
535.5,574.18,255.52,3.68,570.5,251.84,0.355131,0.355131
536,574.5,259.48,3.72,570.78,255.76,0.348636,0.348636
536.6,574.8,263.9,3.58,571.22,260.32,0.341296,0.341296
537.1,575.68,268.76,3.76,571.92,265,0.334089,0.334089
537.6,576.1,272.88,3.7,572.4,269.18,0.327657,0.327657
538.2,576.54,276.86,3.78,572.76,273.08,0.321683,0.321683
538.7,576.8,280.62,3.7,573.1,276.92,0.315876,0.315876
539.2,577.42,285.22,3.78,573.64,281.44,0.309254,0.309254
539.7,577.7,289.36,3.84,573.86,285.52,0.303169,0.303169
540.3,577.72,292.34,3.9,573.82,288.44,0.29872,0.29872
540.8,578.06,295.88,3.72,574.34,292.16,0.293548,0.293548
541.3,578.5,299.82,3.88,574.62,295.94,0.288177,0.288177
541.8,578.26,303.38,3.94,574.32,299.44,0.282844,0.282844
542.4,578.08,306.38,3.96,574.12,302.42,0.278392,0.278392
542.9,577.92,309.5,3.64,574.28,305.86,0.273601,0.273601
543.4,578.12,312.82,3.72,574.4,309.1,0.269115,0.269115
544,578.14,316.02,3.74,574.4,312.28,0.26467,0.26467
544.5,578.02,318.52,3.8,574.22,314.72,0.261154,0.261154
545,577.76,321.14,3.3,574.46,317.84,0.257051,0.257051
545.5,578.14,324.6,3.4,574.74,321.2,0.252696,0.252696
546.1,578.02,327.72,3.38,574.64,324.34,0.248395,0.248395
546.6,577.84,330.6,3.46,574.38,327.14,0.244466,0.244466
547.1,578.04,333.36,3.24,574.8,330.12,0.240845,0.240845
547.6,578.28,336.34,3.26,575.02,333.08,0.237134,0.237134
548.2,578,338.88,3.22,574.78,335.66,0.233602,0.233602
548.7,577.98,341.42,3.32,574.66,338.1,0.230366,0.230366
549.2,577.86,343.86,3.26,574.6,340.6,0.227121,0.227121
549.8,578.44,347.2,3.44,575,343.76,0.223413,0.223413
550.3,578.28,349.34,3.46,574.82,345.88,0.220606,0.220606
550.8,577.98,351.18,3.48,574.5,347.7,0.218085,0.218085
551.3,578,353.74,3.24,574.76,350.5,0.214799,0.214799
551.9,578.5,356.74,3.4,575.1,353.34,0.211551,0.211551
552.4,578.48,359.02,3.4,575.08,355.62,0.208742,0.208742
552.9,578.26,360.96,3.48,574.78,357.48,0.20625,0.20625
553.4,578.08,363.16,3.22,574.86,359.94,0.203332,0.203332
554,579.02,366.3,3.34,575.68,362.96,0.200322,0.200322
554.5,579.36,368.4,3.44,575.92,364.96,0.198117,0.198117
555,579.34,370.26,3.5,575.84,366.76,0.19592,0.19592
555.6,579.82,372.82,3.4,576.42,369.42,0.193219,0.193219
556.1,580.68,375.88,3.5,577.18,372.38,0.190325,0.190325
556.6,580.96,377.96,3.44,577.52,374.52,0.188092,0.188092
557.1,581.38,380.06,3.66,577.72,376.4,0.186068,0.186068
