Nanometers,Reference_Counts,Sample_Counts,Dark_Counts,Reference_Corrected,Sample_Corrected,Absorbance,Absorbance_per_cm
362.6,158.08,74.92,4.42,153.66,70.5,0.338372,0.338372
363.1,158.18,74.94,4.56,153.62,70.38,0.338998,0.338998
363.7,158,73.82,4.18,153.82,69.64,0.344154,0.344154
364.2,158.48,74.28,4.42,154.06,69.86,0.343461,0.343461
364.7,158.36,74.58,4.38,153.98,70.2,0.341127,0.341127
365.2,158.34,74.46,4.44,153.9,70.02,0.342017,0.342017
365.8,158.42,73.7,4,154.42,69.7,0.345471,0.345471
366.3,159.32,74.06,4.36,154.96,69.7,0.346987,0.346987
366.8,159.42,73.86,4.28,155.14,69.58,0.348239,0.348239
367.3,159.04,73.98,4.58,154.46,69.4,0.347457,0.347457
367.9,158.72,73.34,4.2,154.52,69.14,0.349255,0.349255
368.4,159.44,73.62,4.3,155.14,69.32,0.349865,0.349865
368.9,159.82,73.84,4.5,155.32,69.34,0.350244,0.350244
369.5,159.54,73.96,4.7,154.84,69.26,0.349401,0.349401
370,159.12,73.48,4.44,154.68,69.04,0.350333,0.350333
370.5,159.92,73.8,4.58,155.34,69.22,0.351052,0.351052
371,159.78,73.32,4.64,155.14,68.68,0.353894,0.353894
371.6,159.5,73.1,4.56,154.94,68.54,0.354219,0.354219
372.1,159.28,72.98,4.32,154.96,68.66,0.353516,0.353516
372.6,159.84,73.12,4.44,155.4,68.68,0.354621,0.354621
373.1,160.04,72.9,4.8,155.24,68.1,0.357857,0.357857
373.7,159.7,72.6,4.82,154.88,67.78,0.358894,0.358894
374.2,159.22,71.64,4.32,154.9,67.32,0.361907,0.361907
374.7,159.9,71.62,4.4,155.5,67.22,0.364232,0.364232
375.3,160.16,71.7,4.52,155.64,67.18,0.364881,0.364881
375.8,159.76,71.4,4.64,155.12,66.76,0.366151,0.366151
376.3,159.46,70.54,4.48,154.98,66.06,0.370337,0.370337
376.8,160.32,70.9,4.72,155.6,66.18,0.371283,0.371283
377.4,160.9,71.12,4.96,155.94,66.16,0.372362,0.372362
377.9,160.16,70.7,4.9,155.26,65.8,0.372834,0.372834
378.4,159.8,69.66,4.5,155.3,65.16,0.37719,0.37719
378.9,160.38,69.92,4.72,155.66,65.2,0.377929,0.377929
379.5,160.72,69.98,4.66,156.06,65.32,0.378245,0.378245
380,160.44,69.38,4.56,155.88,64.82,0.381081,0.381081
380.5,159.56,68.44,4.16,155.4,64.28,0.383375,0.383375
381.1,160,68.78,4.36,155.64,64.42,0.383101,0.383101
381.6,160.06,68.42,4.18,155.88,64.24,0.384985,0.384985
382.1,159.7,68.06,4.24,155.46,63.82,0.386662,0.386662
382.6,159.28,67.26,3.9,155.38,63.36,0.38958,0.38958
383.2,159.74,67.56,4.1,155.64,63.46,0.389621,0.389621
383.7,159.92,67.38,4.1,155.82,63.28,0.391357,0.391357
384.2,159.58,67.22,4.26,155.32,62.96,0.392163,0.392163
384.7,158.92,66.3,4.02,154.9,62.28,0.395703,0.395703
385.3,159.22,66.32,4.24,154.98,62.08,0.397324,0.397324
385.8,159.1,66.44,4.38,154.72,62.06,0.396735,0.396735
386.3,158.58,66.24,4.44,154.14,61.8,0.396927,0.396927
386.9,158.1,65.08,4.3,153.8,60.78,0.403196,0.403196
387.4,158.7,65.46,4.46,154.24,61,0.402867,0.402867
387.9,158.7,65.36,4.36,154.34,61,0.403149,0.403149
388.4,158.06,64.82,4.38,153.68,60.44,0.405293,0.405293
389,157.36,63.96,4.06,153.3,59.9,0.408115,0.408115
389.5,157.74,64.2,4.22,153.52,59.98,0.408159,0.408159
390,157.54,63.94,4.26,153.28,59.68,0.409657,0.409657
390.5,156.82,63.72,4.34,152.48,59.38,0.409573,0.409573
391.1,156.48,63.3,4.26,152.22,59.04,0.411325,0.411325
391.6,157.14,63.34,4.4,152.74,58.94,0.413543,0.413543
392.1,157.14,63.32,4.32,152.82,59,0.413328,0.413328
392.7,156.66,62.94,4.44,152.22,58.5,0.415316,0.415316
393.2,156.02,62.02,4.12,151.9,57.9,0.418879,0.418879
393.7,156.2,62.04,4.3,151.9,57.74,0.420081,0.420081
394.2,156.24,62.02,4.26,151.98,57.76,0.420159,0.420159
394.8,155.82,61.72,4.28,151.54,57.44,0.421313,0.421313
395.3,155.5,60.96,3.96,151.54,57,0.424652,0.424652
395.8,156.46,61.22,4.26,152.2,56.96,0.426845,0.426845
396.3,156.3,61,4.24,152.06,56.76,0.427973,0.427973
396.9,155.74,60.32,4.22,151.52,56.1,0.431507,0.431507
397.4,155.42,59.6,4.08,151.34,55.52,0.435504,0.435504
397.9,155.92,59.76,4.14,151.78,55.62,0.435984,0.435984
398.5,156.48,60.04,4.28,152.2,55.76,0.436092,0.436092
399,156.58,59.88,4.32,152.26,55.56,0.437824,0.437824
399.5,156.66,59.18,4.1,152.56,55.08,0.442447,0.442447
400,157.3,59.06,4.2,153.1,54.86,0.445719,0.445719
400.6,157.84,58.96,4.36,153.48,54.6,0.448859,0.448859
401.1,157.9,58.76,4.38,153.52,54.38,0.450726,0.450726
401.6,158.16,57.98,4.14,154.02,53.84,0.456472,0.456472
402.1,159.44,58.38,4.28,155.16,54.1,0.457583,0.457583
402.7,160.32,58.08,4.12,156.2,53.96,0.461609,0.461609
403.2,160.72,57.62,4.18,156.54,53.44,0.466759,0.466759
403.7,160.98,56.6,3.78,157.2,52.82,0.473654,0.473654
404.3,162.7,56.82,4,158.7,52.82,0.477779,0.477779
404.8,163.92,56.88,3.94,159.98,52.94,0.480282,0.480282
405.3,164.72,56.72,3.92,160.8,52.8,0.483652,0.483652
405.8,165.32,55.48,3.62,161.7,51.86,0.493878,0.493878
406.4,167.22,55.74,3.88,163.34,51.86,0.49826,0.49826
406.9,168.98,55.84,3.8,165.18,52.04,0.50162,0.50162
407.4,170.3,55.9,3.98,166.32,51.92,0.50561,0.50561
407.9,171.3,54.9,3.78,167.52,51.12,0.515476,0.515476
408.5,173.52,55.18,3.94,169.58,51.24,0.519766,0.519766
409,175.28,55.12,4,171.28,51.12,0.525116,0.525116
409.5,176.68,55.02,4.14,172.54,50.88,0.530343,0.530343
410,177.74,54.12,4.06,173.68,50.06,0.540259,0.540259
410.6,180.18,54.7,4.2,175.98,50.5,0.542172,0.542172
411.1,181.96,55.04,4.36,177.6,50.68,0.544606,0.544606
411.6,183.02,54.72,4.42,178.6,50.3,0.550313,0.550313
412.2,183.78,53.62,4.14,179.64,49.48,0.559973,0.559973
412.7,185.7,53.88,4.3,181.4,49.58,0.563331,0.563331
413.2,187.18,53.96,4.22,182.96,49.74,0.56565,0.56565
413.7,188,53.72,4.32,183.68,49.4,0.570335,0.570335
414.3,188.66,52.78,3.98,184.68,48.8,0.578,0.578
414.8,190.5,53.34,4.2,186.3,49.14,0.578778,0.578778
415.3,191.3,52.96,4.08,187.22,48.88,0.583221,0.583221
415.8,191.68,52.54,3.94,187.74,48.6,0.586921,0.586921
416.4,191.86,51.66,3.8,188.06,47.86,0.594324,0.594324
416.9,192.86,51.66,3.82,189.04,47.84,0.596763,0.596763
417.4,193.38,51.42,3.6,189.78,47.82,0.598641,0.598641
418,193.72,51.34,3.8,189.92,47.54,0.601512,0.601512
418.5,193.62,50.66,3.4,190.22,47.26,0.604762,0.604762
419,194.4,50.78,3.58,190.82,47.2,0.606682,0.606682
419.5,194.46,50.66,3.44,191.02,47.22,0.606953,0.606953
420.1,194.42,50.12,3.52,190.9,46.6,0.61242,0.61242
420.6,194.2,49.2,3.2,191,46,0.618276,0.618276
421.1,195.28,49.64,3.5,191.78,46.14,0.618726,0.618726
421.6,195.32,49.64,3.34,191.98,46.3,0.617675,0.617675
422.2,195.2,49.58,3.4,191.8,46.18,0.618395,0.618395
422.7,195.12,48.88,3.44,191.68,45.44,0.625138,0.625138
423.2,195.88,49.26,3.6,192.28,45.66,0.624398,0.624398
423.8,196.08,49.1,3.66,192.42,45.44,0.626812,0.626812
424.3,195.66,48.66,3.66,192,45,0.630089,0.630089
424.8,195.18,48.18,3.4,191.78,44.78,0.631719,0.631719
425.3,196.12,48.56,3.62,192.5,44.94,0.631798,0.631798
425.9,196.78,48.88,3.68,193.1,45.2,0.630644,0.630644
426.4,197.3,48.76,3.74,193.56,45.02,0.63341,0.63341
426.9,197.3,48.04,3.64,193.66,44.4,0.639657,0.639657
427.4,198.32,48.5,3.9,194.42,44.6,0.639406,0.639406
428,198.98,48.64,3.92,195.06,44.72,0.639666,0.639666
428.5,199.88,48.28,3.94,195.94,44.34,0.645327,0.645327
429,200.58,47.96,3.78,196.8,44.18,0.648799,0.648799
429.6,201.76,48.4,3.96,197.8,44.44,0.648452,0.648452
430.1,202.86,48.38,3.78,199.08,44.6,0.649693,0.649693
430.6,203.54,48.26,3.9,199.64,44.36,0.653256,0.653256
431.1,203.76,47.44,3.6,200.16,43.84,0.659507,0.659507
431.7,205.7,47.7,3.84,201.86,43.86,0.662982,0.662982
432.2,207.58,48.08,3.84,203.74,44.24,0.663261,0.663261
432.7,208.8,47.72,3.88,204.92,43.84,0.669714,0.669714
433.2,209.82,47.06,3.56,206.26,43.5,0.675926,0.675926
433.8,211.9,47.1,3.66,208.24,43.44,0.680674,0.680674
434.3,214.04,47.68,3.7,210.34,43.98,0.679667,0.679667
434.8,215.88,47.64,3.76,212.12,43.88,0.684315,0.684315
435.4,217.68,47.36,3.54,214.14,43.82,0.689025,0.689025
435.9,220.24,47.42,3.7,216.54,43.72,0.694858,0.694858
436.4,222.7,47.36,3.64,219.06,43.72,0.699883,0.699883
436.9,224.22,47.36,3.7,220.52,43.66,0.703364,0.703364
437.5,226.66,46.82,3.42,223.24,43.4,0.711282,0.711282
438,229.68,47.16,3.58,226.1,43.58,0.715013,0.715013
438.5,232.46,47.34,3.5,228.96,43.84,0.717889,0.717889
439,234.96,47.26,3.6,231.36,43.66,0.724205,0.724205
439.6,238.1,46.56,3.34,234.76,43.22,0.734939,0.734939
440.1,242.26,46.7,3.46,238.8,43.24,0.742149,0.742149
440.6,245.76,46.7,3.38,242.38,43.32,0.747808,0.747808
441.2,248.38,46.66,3.46,244.92,43.2,0.753541,0.753541
441.7,252.14,46.22,3.38,248.76,42.84,0.763931,0.763931
442.2,256.34,46.52,3.48,252.86,43.04,0.769008,0.769008
442.7,259.96,46.6,3.32,256.64,43.28,0.773037,0.773037
443.3,263.3,46.72,3.46,259.84,43.26,0.778619,0.778619
443.8,267.04,46.42,3.24,263.8,43.18,0.785992,0.785992
444.3,271.1,46.84,3.44,267.66,43.4,0.790094,0.790094
444.8,274.58,46.98,3.36,271.22,43.62,0.793636,0.793636
445.4,277.86,46.98,3.44,274.42,43.54,0.799527,0.799527
445.9,281.24,46.82,3.34,277.9,43.48,0.805599,0.805599
446.4,285.5,47.34,3.48,282.02,43.86,0.808211,0.808211
447,288.72,47.56,3.46,285.26,44.1,0.810802,0.810802
447.5,290.9,47.24,3.46,287.44,43.78,0.817271,0.817271
448,293.88,47.04,3.26,290.62,43.78,0.82205,0.82205
448.5,296.74,47.48,3.5,293.24,43.98,0.823968,0.823968
449.1,298.86,47.7,3.46,295.4,44.24,0.824595,0.824595
449.6,300.56,47.36,3.52,297.04,43.84,0.830944,0.830944
450.1,302.86,47.16,3.34,299.52,43.82,0.834753,0.834753
450.6,305.54,47.34,3.48,302.06,43.86,0.838025,0.838025
451.2,307.5,47.46,3.5,304,43.96,0.839816,0.839816
451.7,308.86,47.4,3.6,305.26,43.8,0.843196,0.843196
452.2,310.1,46.96,3.52,306.58,43.44,0.848654,0.848654
452.8,311.6,47.28,3.7,307.9,43.58,0.849122,0.849122
453.3,312.82,47.78,3.58,309.24,44.2,0.844873,0.844873
453.8,313.78,47.68,3.68,310.1,44,0.848049,0.848049
454.3,314.52,47.38,3.38,311.14,44,0.849503,0.849503
454.9,315.94,47.98,3.64,312.3,44.34,0.847776,0.847776
455.4,316.68,48.3,3.58,313.1,44.72,0.845181,0.845181
455.9,316.64,48.04,3.66,312.98,44.38,0.848329,0.848329
456.4,316.78,47.56,3.46,313.32,44.1,0.85155,0.85155
457,318.02,47.8,3.58,314.44,44.22,0.851919,0.851919
457.5,318.82,47.84,3.52,315.3,44.32,0.852124,0.852124
458,318.54,47.74,3.64,314.9,44.1,0.853734,0.853734
458.5,318.54,47.28,3.34,315.2,43.94,0.855726,0.855726
459.1,319.4,47.42,3.5,315.9,43.92,0.856887,0.856887
459.6,319.92,47.78,3.36,316.56,44.42,0.852877,0.852877
460.1,320.28,47.66,3.48,316.8,44.18,0.855559,0.855559
460.7,320.76,47.32,3.44,317.32,43.88,0.859231,0.859231
461.2,321.58,47.36,3.58,318,43.78,0.861151,0.861151
461.7,322.06,47.76,3.48,318.58,44.28,0.857011,0.857011
462.2,322.66,48.08,3.72,318.94,44.36,0.856717,0.856717
462.8,323.36,47.56,3.62,319.74,43.94,0.861937,0.861937
463.3,324.86,47.9,3.74,321.12,44.16,0.861638,0.861638
463.8,325.94,48.26,3.64,322.3,44.62,0.858731,0.858731
464.3,326.46,48.24,3.72,322.74,44.52,0.860298,0.860298
464.9,327.74,48.02,3.58,324.16,44.44,0.862985,0.862985
465.4,330.12,48.48,3.82,326.3,44.66,0.863698,0.863698
465.9,332.12,48.96,3.8,328.32,45.16,0.861543,0.861543
466.5,333.62,48.9,3.86,329.76,45.04,0.8646,0.8646
467,335.62,48.58,3.7,331.92,44.88,0.868981,0.868981
467.5,338.68,48.98,3.84,334.84,45.14,0.870276,0.870276
468,341.14,49.2,3.78,337.36,45.42,0.870846,0.870846
468.6,343.26,49.4,3.94,339.32,45.46,0.87298,0.87298
469.1,346.36,49.18,3.64,342.72,45.54,0.876546,0.876546
469.6,349.52,49.56,3.84,345.68,45.72,0.878568,0.878568
470.1,352,49.42,3.78,348.22,45.64,0.882508,0.882508
470.7,354.56,49.16,3.84,350.72,45.32,0.888671,0.888671
471.2,357.46,48.8,3.42,354.04,45.38,0.892188,0.892188
471.7,361.14,49.4,3.72,357.42,45.68,0.893453,0.893453
472.3,364.62,49.1,3.54,361.08,45.56,0.89902,0.89902
472.8,367.26,49.06,3.64,363.62,45.42,0.903401,0.903401
473.3,369.76,48.58,3.32,366.44,45.26,0.908288,0.908288
473.8,373.22,48.92,3.54,369.68,45.38,0.910961,0.910961
474.4,376.62,49.16,3.32,373.3,45.84,0.910813,0.910813
474.9,379.54,49.2,3.44,376.1,45.76,0.914817,0.914817
475.4,382.88,48.94,3.18,379.7,45.76,0.918955,0.918955
475.9,386.46,49.36,3.38,383.08,45.98,0.920721,0.920721
476.5,390.28,49.88,3.4,386.88,46.48,0.92031,0.92031
477,392.92,49.98,3.6,389.32,46.38,0.923976,0.923976
477.5,395.72,49.68,3.42,392.3,46.26,0.928413,0.928413
478.1,399.34,50.28,3.64,395.7,46.64,0.928608,0.928608
478.6,402.4,50.48,3.52,398.88,46.96,0.929114,0.929114
479.1,405.38,50.12,3.56,401.82,46.56,0.936019,0.936019
479.6,408.74,49.66,3.3,405.44,46.36,0.941783,0.941783
480.2,412.52,50.34,3.46,409.06,46.88,0.940799,0.940799
480.7,415.94,50.56,3.36,412.58,47.2,0.941566,0.941566
481.2,418.74,50.42,3.5,415.24,46.92,0.946941,0.946941
481.7,421.78,50.06,3.24,418.54,46.82,0.951306,0.951306
482.3,425.74,50.62,3.44,422.3,47.18,0.951863,0.951863
482.8,429.56,50.94,3.44,426.12,47.5,0.952838,0.952838
483.3,432.38,51.02,3.48,428.9,47.54,0.955297,0.955297
483.9,435.22,50.42,3.26,431.96,47.16,0.96187,0.96187
484.4,438.32,50.7,3.38,434.94,47.32,0.963385,0.963385
484.9,441.14,51.08,3.28,437.86,47.8,0.961907,0.961907
485.4,443.72,51.24,3.46,440.26,47.78,0.964463,0.964463
486,446.4,50.72,3.24,443.16,47.48,0.97005,0.97005
486.5,449.36,50.9,3.34,446.02,47.56,0.972112,0.972112
487,451.86,51.12,3.28,448.58,47.84,0.972049,0.972049
487.5,453.66,51.42,3.44,450.22,47.98,0.972365,0.972365
488.1,456.04,51.16,3.28,452.76,47.88,0.975714,0.975714
488.6,458.5,51.36,3.28,455.22,48.08,0.976257,0.976257
489.1,460.54,51.54,3.26,457.28,48.28,0.976415,0.976415
489.7,462.02,51.88,3.44,458.58,48.44,0.976211,0.976211
490.2,463.84,51.56,3.36,460.48,48.2,0.980164,0.980164
490.7,465.84,52.46,3.54,462.3,48.92,0.975437,0.975437
491.2,467.66,52.26,3.54,464.12,48.72,0.978923,0.978923
491.8,468.88,52.26,3.56,465.32,48.7,0.980223,0.980223
492.3,470.02,51.64,3.32,466.7,48.32,0.984911,0.984911
492.8,471.28,52,3.4,467.88,48.6,0.983498,0.983498
493.3,472.48,52.2,3.46,469.02,48.74,0.983306,0.983306
493.9,473.42,52.82,3.64,469.78,49.18,0.980106,0.980106
494.4,474.34,52.5,3.62,470.72,48.88,0.983631,0.983631
494.9,475.54,52.22,3.6,471.94,48.62,0.987072,0.987072
495.5,476.18,52.06,3.7,472.48,48.36,0.989897,0.989897
496,476.56,52.5,3.72,472.84,48.78,0.986472,0.986472
496.5,477.14,52.06,3.54,473.6,48.52,0.989491,0.989491
497,478.22,53.06,3.62,474.6,49.44,0.982249,0.982249
497.6,478.8,53.18,3.58,475.22,49.6,0.981413,0.981413
498.1,479.42,53.14,3.72,475.7,49.42,0.98343,0.98343
498.6,479.92,53,3.5,476.42,49.5,0.983385,0.983385
499.1,480.74,53.92,3.68,477.06,50.24,0.977523,0.977523
499.7,481.24,53.9,3.5,477.74,50.4,0.976761,0.976761
500.2,481.72,53.94,3.5,478.22,50.44,0.976853,0.976853
500.7,482.32,53.34,3.14,479.18,50.2,0.979795,0.979795
501.3,483.22,53.82,3.34,479.88,50.48,0.978013,0.978013
501.8,483.8,54.12,3.18,480.62,50.94,0.974743,0.974743
502.3,483.66,54,3.3,480.36,50.7,0.976559,0.976559
502.8,484.04,53.4,3.1,480.94,50.3,0.980523,0.980523
503.4,484.86,53.86,3.32,481.54,50.54,0.978997,0.978997
503.9,485.18,53.6,3.12,482.06,50.48,0.979982,0.979982
504.4,485.5,53.64,3.14,482.36,50.5,0.98008,0.98008
504.9,486.4,53.04,2.98,483.42,50.06,0.984834,0.984834
505.5,487.52,53.66,3.2,484.32,50.46,0.982185,0.982185
506,487.96,54.14,3.1,484.86,51.04,0.977706,0.977706
506.5,488.56,55,3.32,485.24,51.68,0.972634,0.972634
507.1,489.78,54.7,3.3,486.48,51.4,0.976102,0.976102
507.6,490.74,55.16,3.44,487.3,51.72,0.974138,0.974138
508.1,491.7,55.04,3.52,488.18,51.52,0.976604,0.976604
508.6,492.2,55.56,3.68,488.52,51.88,0.973882,0.973882
509.2,493.56,55.14,3.64,489.92,51.5,0.978318,0.978318
509.7,495.38,56.02,3.72,491.66,52.3,0.973163,0.973163
510.2,496.82,56.16,3.72,493.1,52.44,0.973272,0.973272
510.7,497.9,56.4,3.76,494.14,52.64,0.972534,0.972534
511.3,499.44,56.14,3.58,495.86,52.56,0.974704,0.974704
511.8,501.38,56.9,3.82,497.56,53.08,0.971915,0.971915
512.3,503.14,57.18,3.72,499.42,53.46,0.970437,0.970437
512.8,504.38,57.46,3.82,500.56,53.64,0.969967,0.969967
513.4,505.72,57.12,3.54,502.18,53.58,0.971857,0.971857
513.9,507.72,57.98,3.64,504.08,54.34,0.96738,0.96738
514.4,509.38,58.2,3.66,505.72,54.54,0.967195,0.967195
515,510.78,58.4,3.64,507.14,54.76,0.966664,0.966664
515.5,512.42,58.08,3.36,509.06,54.72,0.968623,0.968623
516,514.62,59,3.54,511.08,55.46,0.964509,0.964509
516.5,516.58,59.48,3.4,513.18,56.08,0.961462,0.961462
517.1,518.12,59.84,3.46,514.66,56.38,0.960395,0.960395
517.6,520.08,60,3.36,516.72,56.64,0.960132,0.960132
518.1,522.58,60.62,3.44,519.14,57.18,0.95804,0.95804
518.6,524.4,61.4,3.5,520.9,57.9,0.954076,0.954076
519.2,526.12,61.94,3.5,522.62,58.44,0.951476,0.951476
519.7,528.18,62.48,3.18,525,59.3,0.947105,0.947105
520.2,530.72,63.78,3.36,527.36,60.42,0.940926,0.940926
520.8,532.5,64.98,3.52,528.98,61.46,0.934847,0.934847
521.3,533.96,65.94,3.62,530.34,62.32,0.929927,0.929927
521.8,535.84,66.6,3.4,532.44,63.2,0.925554,0.925554
522.3,538.24,68.02,3.5,534.74,64.52,0.918448,0.918448
522.9,540.72,70.14,3.52,537.2,66.62,0.906531,0.906531
523.4,542.62,71.78,3.6,539.02,68.18,0.897948,0.897948
523.9,544.2,72.66,3.42,540.78,69.24,0.892664,0.892664
524.4,546.34,75.24,3.56,542.78,71.68,0.879226,0.879226
525,548.18,77.9,3.64,544.54,74.26,0.865275,0.865275
525.5,549.66,80.06,3.68,545.98,76.38,0.854197,0.854197
526,551.32,82.04,3.58,547.74,78.46,0.843926,0.843926
526.6,553.58,84.78,3.68,549.9,81.1,0.831263,0.831263
527.1,555.36,87.34,3.64,551.72,83.7,0.818993,0.818993
527.6,556.9,89.46,3.64,553.26,85.82,0.809341,0.809341
528.1,558.4,91.84,3.38,555.02,88.46,0.797562,0.797562
528.7,560.36,95.46,3.54,556.82,91.92,0.782305,0.782305
529.2,561.64,99.14,3.52,558.12,95.62,0.766179,0.766179
529.7,562.68,102.38,3.52,559.16,98.86,0.752515,0.752515
530.2,564.32,105.8,3.34,560.98,102.46,0.738393,0.738393
530.8,566.32,110.5,3.56,562.76,106.94,0.721183,0.721183
531.3,567.36,114.4,3.54,563.82,110.86,0.706366,0.706366
531.8,568.12,118.36,3.6,564.52,114.76,0.691889,0.691889
532.4,569.36,122.24,3.48,565.88,118.76,0.678054,0.678054
532.9,570.66,127.18,3.58,567.08,123.6,0.661626,0.661626
533.4,571.42,131.82,3.52,567.9,128.3,0.646045,0.646045
533.9,571.92,135.9,3.64,568.28,132.26,0.633134,0.633134
534.5,572.4,140.02,3.46,568.94,136.56,0.619743,0.619743
535,573.58,145.12,3.66,569.92,141.46,0.60518,0.60518
535.5,574.18,149.56,3.68,570.5,145.88,0.59226,0.59226
536,574.5,153.36,3.72,570.78,149.64,0.581421,0.581421
536.6,574.8,157.52,3.58,571.22,153.94,0.569452,0.569452
537.1,575.68,162.44,3.76,571.92,158.68,0.556813,0.556813
537.6,576.1,166.88,3.7,572.4,163.18,0.545033,0.545033
538.2,576.54,170.84,3.78,572.76,167.06,0.5351,0.5351
538.7,576.8,174.68,3.7,573.1,170.98,0.525285,0.525285
539.2,577.42,179.62,3.78,573.64,175.84,0.513522,0.513522
539.7,577.7,184.66,3.84,573.86,180.82,0.501559,0.501559
540.3,577.72,188.24,3.9,573.82,184.34,0.493156,0.493156
540.8,578.06,192.28,3.72,574.34,188.56,0.483719,0.483719
541.3,578.5,196.96,3.88,574.62,193.08,0.473643,0.473643
541.8,578.26,201.3,3.94,574.32,197.36,0.463895,0.463895
542.4,578.08,204.86,3.96,574.12,200.9,0.456023,0.456023
542.9,577.92,208.7,3.64,574.28,205.06,0.447243,0.447243
543.4,578.12,212.98,3.72,574.4,209.26,0.438528,0.438528
544,578.14,217.06,3.74,574.4,213.32,0.430183,0.430183
544.5,578.02,220.66,3.8,574.22,216.86,0.422899,0.422899
545,577.76,224.32,3.3,574.46,221.02,0.414828,0.414828
545.5,578.14,228.24,3.4,574.74,224.84,0.407598,0.407598
546.1,578.02,232.2,3.38,574.64,228.82,0.399902,0.399902
546.6,577.84,235.66,3.46,574.38,232.2,0.393337,0.393337
547.1,578.04,239.32,3.24,574.8,236.08,0.386458,0.386458
547.6,578.28,243.42,3.26,575.02,240.16,0.379182,0.379182
548.2,578,247.44,3.22,574.78,244.22,0.37172,0.37172
548.7,577.98,250.7,3.32,574.66,247.38,0.366046,0.366046
549.2,577.86,254.56,3.26,574.6,251.3,0.359173,0.359173
549.8,578.44,258.66,3.44,575,255.22,0.352753,0.352753
550.3,578.28,262.28,3.46,574.82,258.82,0.346534,0.346534
550.8,577.98,265.32,3.48,574.5,261.84,0.341254,0.341254
551.3,578,268.58,3.24,574.76,265.34,0.335684,0.335684
551.9,578.5,272.66,3.4,575.1,269.26,0.329572,0.329572
552.4,578.48,276.26,3.4,575.08,272.86,0.323788,0.323788
552.9,578.26,279.12,3.48,574.78,275.64,0.319159,0.319159
553.4,578.08,281.8,3.22,574.86,278.58,0.314612,0.314612
554,579.02,286.18,3.34,575.68,282.84,0.30864,0.30864
554.5,579.36,289.46,3.44,575.92,286.02,0.303966,0.303966
555,579.34,292.44,3.5,575.84,288.94,0.299494,0.299494
555.6,579.82,295.74,3.4,576.42,292.34,0.294851,0.294851
556.1,580.68,299.88,3.5,577.18,296.38,0.289462,0.289462
556.6,580.96,303.04,3.44,577.52,299.6,0.285025,0.285025
557.1,581.38,305.62,3.66,577.72,301.96,0.281768,0.281768
