Nanometers,Reference_Counts,Sample_Counts,Dark_Counts,Reference_Corrected,Sample_Corrected,Absorbance,Absorbance_per_cm
387.4,158.7,96.06,4.46,154.24,91.6,0.226302,0.226302
387.9,158.7,95.76,4.36,154.34,91.4,0.227532,0.227532
388.4,158.06,95.02,4.38,153.68,90.64,0.229297,0.229297
389,157.36,94.12,4.06,153.3,90.06,0.23101,0.23101
389.5,157.74,94.02,4.22,153.52,89.8,0.232889,0.232889
390,157.54,94,4.26,153.28,89.74,0.232499,0.232499
390.5,156.82,93.16,4.34,152.48,88.82,0.234702,0.234702
391.1,156.48,92.5,4.26,152.22,88.24,0.236806,0.236806
391.6,157.14,92.62,4.4,152.74,88.22,0.238386,0.238386
392.1,157.14,92.68,4.32,152.82,88.36,0.237924,0.237924
392.7,156.66,92.04,4.44,152.22,87.6,0.239968,0.239968
393.2,156.02,90.92,4.12,151.9,86.8,0.243038,0.243038
393.7,156.2,91.04,4.3,151.9,86.74,0.243338,0.243338
394.2,156.24,90.82,4.26,151.98,86.56,0.244469,0.244469
394.8,155.82,90.02,4.28,151.54,85.74,0.247344,0.247344
395.3,155.5,89.18,3.96,151.54,85.22,0.249986,0.249986
395.8,156.46,89.5,4.26,152.2,85.24,0.251771,0.251771
396.3,156.3,89.06,4.24,152.06,84.82,0.253517,0.253517
396.9,155.74,88.44,4.22,151.52,84.22,0.255055,0.255055
397.4,155.42,87.7,4.08,151.34,83.62,0.257644,0.257644
397.9,155.92,87.76,4.14,151.78,83.62,0.258904,0.258904
398.5,156.48,87.54,4.28,152.2,83.26,0.261978,0.261978
399,156.58,86.78,4.32,152.26,82.46,0.266342,0.266342
399.5,156.66,86.32,4.1,152.56,82.22,0.268463,0.268463
400,157.3,86.32,4.2,153.1,82.12,0.270526,0.270526
400.6,157.84,85.88,4.36,153.48,81.52,0.274788,0.274788
401.1,157.9,85.38,4.38,153.52,81,0.27768,0.27768
401.6,158.16,84.74,4.14,154.02,80.6,0.281242,0.281242
402.1,159.44,85.02,4.28,155.16,80.74,0.283691,0.283691
402.7,160.32,84.56,4.12,156.2,80.44,0.288209,0.288209
403.2,160.72,84.2,4.18,156.54,80.02,0.291427,0.291427
403.7,160.98,83.2,3.78,157.2,79.42,0.296523,0.296523
404.3,162.7,83.22,4,158.7,79.22,0.301742,0.301742
404.8,163.92,83.06,3.94,159.98,79.12,0.305779,0.305779
405.3,164.72,82.76,3.92,160.8,78.84,0.309539,0.309539
405.8,165.32,81.76,3.62,161.7,78.14,0.315837,0.315837
406.4,167.22,81.48,3.88,163.34,77.6,0.323231,0.323231
406.9,168.98,81.28,3.8,165.18,77.48,0.328768,0.328768
407.4,170.3,81.04,3.98,166.32,77.06,0.334115,0.334115
407.9,171.3,79.9,3.78,167.52,76.12,0.342568,0.342568
408.5,173.52,80.24,3.94,169.58,76.3,0.34685,0.34685
409,175.28,80.26,4,171.28,76.26,0.35141,0.35141
409.5,176.68,79.98,4.14,172.54,75.84,0.356991,0.356991
410,177.74,79.04,4.06,173.68,74.98,0.364804,0.364804
410.6,180.18,79.42,4.2,175.98,75.22,0.36913,0.36913
411.1,181.96,79.1,4.36,177.6,74.74,0.37589,0.37589
411.6,183.02,78.74,4.42,178.6,74.32,0.380776,0.380776
412.2,183.78,77.62,4.14,179.64,73.48,0.388234,0.388234
412.7,185.7,77.76,4.3,181.4,73.46,0.392586,0.392586
413.2,187.18,77.24,4.22,182.96,73.02,0.398914,0.398914
413.7,188,76.96,4.32,183.68,72.64,0.402886,0.402886
414.3,188.66,76.28,3.98,184.68,72.3,0.407282,0.407282
414.8,190.5,76.74,4.2,186.3,72.54,0.409635,0.409635
415.3,191.3,76.3,4.08,187.22,72.22,0.413695,0.413695
415.8,191.68,75.76,3.94,187.74,71.82,0.417311,0.417311
416.4,191.86,74.66,3.8,188.06,70.86,0.423895,0.423895
416.9,192.86,74.68,3.82,189.04,70.86,0.426153,0.426153
417.4,193.38,74.66,3.6,189.78,71.06,0.426625,0.426625
418,193.72,74.72,3.8,189.92,70.92,0.427802,0.427802
418.5,193.62,73.9,3.4,190.22,70.5,0.431067,0.431067
419,194.4,73.6,3.58,190.82,70.02,0.435402,0.435402
419.5,194.46,73.48,3.44,191.02,70.04,0.435733,0.435733
420.1,194.42,73.12,3.52,190.9,69.6,0.438197,0.438197
420.6,194.2,71.92,3.2,191,68.72,0.44395,0.44395
421.1,195.28,72.06,3.5,191.78,68.56,0.446733,0.446733
421.6,195.32,71.92,3.34,191.98,68.58,0.447059,0.447059
422.2,195.2,71.96,3.4,191.8,68.56,0.446778,0.446778
422.7,195.12,71.2,3.44,191.68,67.76,0.451603,0.451603
423.2,195.88,71.58,3.6,192.28,67.98,0.451553,0.451553
423.8,196.08,71.32,3.66,192.42,67.66,0.453918,0.453918
424.3,195.66,71.04,3.66,192,67.38,0.45477,0.45477
424.8,195.18,70.34,3.4,191.78,66.94,0.457118,0.457118
425.3,196.12,70.96,3.62,192.5,67.34,0.456158,0.456158
425.9,196.78,71.26,3.68,193.1,67.58,0.455964,0.455964
426.4,197.3,71.02,3.74,193.56,67.28,0.45893,0.45893
426.9,197.3,70.1,3.64,193.66,66.46,0.46448,0.46448
427.4,198.32,70.38,3.9,194.42,66.48,0.46605,0.46605
428,198.98,70.36,3.92,195.06,66.44,0.467739,0.467739
428.5,199.88,70.1,3.94,195.94,66.16,0.471528,0.471528
429,200.58,69.4,3.78,196.8,65.62,0.476989,0.476989
429.6,201.76,70.12,3.96,197.8,66.16,0.475631,0.475631
430.1,202.86,70.24,3.78,199.08,66.46,0.476467,0.476467
430.6,203.54,70.12,3.9,199.64,66.22,0.479258,0.479258
431.1,203.76,69.48,3.6,200.16,65.88,0.482624,0.482624
431.7,205.7,69.72,3.84,201.86,65.88,0.486297,0.486297
432.2,207.58,69.68,3.84,203.74,65.84,0.490586,0.490586
432.7,208.8,69.56,3.88,204.92,65.68,0.494151,0.494151
433.2,209.82,68.96,3.56,206.26,65.4,0.498837,0.498837
433.8,211.9,69.24,3.66,208.24,65.58,0.501793,0.501793
434.3,214.04,69.16,3.7,210.34,65.46,0.506946,0.506946
434.8,215.88,69.24,3.76,212.12,65.48,0.510473,0.510473
435.4,217.68,68.82,3.54,214.14,65.28,0.515918,0.515918
435.9,220.24,68.98,3.7,216.54,65.28,0.520758,0.520758
436.4,222.7,68.8,3.64,219.06,65.16,0.526582,0.526582
436.9,224.22,68.76,3.7,220.52,65.06,0.530134,0.530134
437.5,226.66,68.16,3.42,223.24,64.74,0.537599,0.537599
438,229.68,68.56,3.58,226.1,64.98,0.541521,0.541521
438.5,232.46,68.64,3.5,228.96,65.14,0.545912,0.545912
439,234.96,68.56,3.6,231.36,64.96,0.551642,0.551642
439.6,238.1,67.88,3.34,234.76,64.54,0.560795,0.560795
440.1,242.26,68.3,3.46,238.8,64.84,0.566191,0.566191
440.6,245.76,68.48,3.38,242.38,65.1,0.570916,0.570916
441.2,248.38,68.52,3.46,244.92,65.06,0.57571,0.57571
441.7,252.14,68,3.38,248.76,64.62,0.585414,0.585414
442.2,256.34,68.6,3.48,252.86,65.12,0.589166,0.589166
442.7,259.96,68.46,3.32,256.64,65.14,0.595477,0.595477
443.3,263.3,68.7,3.46,259.84,65.24,0.600192,0.600192
443.8,267.04,68.3,3.24,263.8,65.06,0.607961,0.607961
444.3,271.1,68.74,3.44,267.66,65.3,0.61267,0.61267
444.8,274.58,68.78,3.36,271.22,65.42,0.617611,0.617611
445.4,277.86,68.82,3.44,274.42,65.38,0.622971,0.622971
445.9,281.24,68.66,3.34,277.9,65.32,0.628842,0.628842
446.4,285.5,69.12,3.48,282.02,65.64,0.633111,0.633111
447,288.72,69.24,3.46,285.26,65.78,0.637147,0.637147
447.5,290.9,68.74,3.46,287.44,65.28,0.643767,0.643767
448,293.88,68.42,3.26,290.62,65.16,0.649344,0.649344
448.5,296.74,69.14,3.5,293.24,65.64,0.650055,0.650055
449.1,298.86,69.12,3.46,295.4,65.66,0.65311,0.65311
449.6,300.56,69.04,3.52,297.04,65.52,0.656441,0.656441
450.1,302.86,68.66,3.34,299.52,65.32,0.66138,0.66138
450.6,305.54,69.08,3.48,302.06,65.6,0.663189,0.663189
451.2,307.5,69.32,3.5,304,65.82,0.664516,0.664516
451.7,308.86,69.52,3.6,305.26,65.92,0.665653,0.665653
452.2,310.1,69.06,3.52,306.58,65.54,0.670037,0.670037
452.8,311.6,69.5,3.7,307.9,65.8,0.670184,0.670184
453.3,312.82,70,3.58,309.24,66.42,0.667997,0.667997
453.8,313.78,70.16,3.68,310.1,66.48,0.668811,0.668811
454.3,314.52,69.66,3.38,311.14,66.28,0.671573,0.671573
454.9,315.94,70.28,3.64,312.3,66.64,0.670837,0.670837
455.4,316.68,70.38,3.58,313.1,66.8,0.670907,0.670907
455.9,316.64,70.28,3.66,312.98,66.62,0.671912,0.671912
456.4,316.78,69.74,3.46,313.32,66.28,0.674606,0.674606
457,318.02,70.24,3.58,314.44,66.66,0.673672,0.673672
457.5,318.82,70.44,3.52,315.3,66.92,0.673168,0.673168
458,318.54,70.48,3.64,314.9,66.84,0.673136,0.673136
458.5,318.54,69.98,3.34,315.2,66.64,0.674851,0.674851
459.1,319.4,70.26,3.5,315.9,66.76,0.675033,0.675033
459.6,319.92,70.34,3.36,316.56,66.98,0.674511,0.674511
460.1,320.28,70.44,3.48,316.8,66.96,0.67497,0.67497
460.7,320.76,70,3.44,317.32,66.56,0.678284,0.678284
461.2,321.58,70.24,3.58,318,66.66,0.678562,0.678562
461.7,322.06,70.62,3.48,318.58,67.14,0.676237,0.676237
462.2,322.66,70.86,3.72,318.94,67.14,0.676728,0.676728
462.8,323.36,70.34,3.62,319.74,66.72,0.680541,0.680541
463.3,324.86,70.82,3.74,321.12,67.08,0.680074,0.680074
463.8,325.94,71.3,3.64,322.3,67.66,0.677928,0.677928
464.3,326.46,71.6,3.72,322.74,67.88,0.677111,0.677111
464.9,327.74,71.36,3.58,324.16,67.78,0.679658,0.679658
465.4,330.12,71.84,3.82,326.3,68.02,0.68098,0.68098
465.9,332.12,72.22,3.8,328.32,68.42,0.681114,0.681114
466.5,333.62,72.14,3.86,329.76,68.28,0.683904,0.683904
467,335.62,71.6,3.7,331.92,67.9,0.689164,0.689164
467.5,338.68,72.36,3.84,334.84,68.52,0.68902,0.68902
468,341.14,72.76,3.78,337.36,68.98,0.68937,0.68937
468.6,343.26,72.82,3.94,339.32,68.88,0.692516,0.692516
469.1,346.36,72.18,3.64,342.72,68.54,0.698995,0.698995
469.6,349.52,72.34,3.84,345.68,68.5,0.702984,0.702984
470.1,352,72.5,3.78,348.22,68.72,0.704771,0.704771
470.7,354.56,72.72,3.84,350.72,68.88,0.706867,0.706867
471.2,357.46,72.18,3.42,354.04,68.76,0.711716,0.711716
471.7,361.14,72.78,3.72,357.42,69.06,0.713952,0.713952
472.3,364.62,73.02,3.54,361.08,69.48,0.715744,0.715744
472.8,367.26,73.08,3.64,363.62,69.44,0.719038,0.719038
473.3,369.76,72.66,3.32,366.44,69.34,0.723019,0.723019
473.8,373.22,73.32,3.54,369.68,69.78,0.724095,0.724095
474.4,376.62,73.58,3.32,373.3,70.26,0.72535,0.72535
474.9,379.54,73.86,3.44,376.1,70.42,0.727607,0.727607
475.4,382.88,73.68,3.18,379.7,70.5,0.731251,0.731251
475.9,386.46,74.04,3.38,383.08,70.66,0.734116,0.734116
476.5,390.28,74.7,3.4,386.88,71.3,0.734487,0.734487
477,392.92,74.92,3.6,389.32,71.32,0.737095,0.737095
477.5,395.72,74.68,3.42,392.3,71.26,0.740772,0.740772
478.1,399.34,75.6,3.64,395.7,71.96,0.740275,0.740275
478.6,402.4,75.56,3.52,398.88,72.04,0.743269,0.743269
479.1,405.38,75.64,3.56,401.82,72.08,0.746217,0.746217
479.6,408.74,75.22,3.3,405.44,71.92,0.751077,0.751077
480.2,412.52,75.82,3.46,409.06,72.36,0.752288,0.752288
480.7,415.94,76.26,3.36,412.58,72.9,0.752781,0.752781
481.2,418.74,76.5,3.5,415.24,73,0.754976,0.754976
481.7,421.78,75.86,3.24,418.54,72.62,0.760681,0.760681
482.3,425.74,76.68,3.44,422.3,73.24,0.760873,0.760873
482.8,429.56,77.44,3.44,426.12,74,0.7603,0.7603
483.3,432.38,77.56,3.48,428.9,74.08,0.762655,0.762655
483.9,435.22,77.4,3.26,431.96,74.14,0.765391,0.765391
484.4,438.32,78.08,3.38,434.94,74.7,0.765109,0.765109
484.9,441.14,78.14,3.28,437.86,74.86,0.767085,0.767085
485.4,443.72,78.38,3.46,440.26,74.92,0.769111,0.769111
486,446.4,78.32,3.24,443.16,75.08,0.771036,0.771036
486.5,449.36,78.88,3.34,446.02,75.54,0.771177,0.771177
487,451.86,79.38,3.28,448.58,76.1,0.770455,0.770455
487.5,453.66,79.7,3.44,450.22,76.26,0.771128,0.771128
488.1,456.04,79.86,3.28,452.76,76.58,0.771753,0.771753
488.6,458.5,80.48,3.28,455.22,77.2,0.770604,0.770604
489.1,460.54,81.12,3.26,457.28,77.86,0.768868,0.768868
489.7,462.02,81.64,3.44,458.58,78.2,0.768208,0.768208
490.2,463.84,81.72,3.36,460.48,78.36,0.769116,0.769116
490.7,465.84,82.86,3.54,462.3,79.32,0.765541,0.765541
491.2,467.66,83.46,3.54,464.12,79.92,0.763975,0.763975
491.8,468.88,83.58,3.56,465.32,80.02,0.764553,0.764553
492.3,470.02,83.42,3.32,466.7,80.1,0.765405,0.765405
492.8,471.28,84.1,3.4,467.88,80.7,0.763261,0.763261
493.3,472.48,85.02,3.46,469.02,81.56,0.759714,0.759714
493.9,473.42,85.86,3.64,469.78,82.22,0.756917,0.756917
494.4,474.34,86.14,3.62,470.72,82.52,0.756203,0.756203
494.9,475.54,86.64,3.6,471.94,83.04,0.754599,0.754599
495.5,476.18,87.32,3.7,472.48,83.62,0.752073,0.752073
496,476.56,88.02,3.72,472.84,84.3,0.748887,0.748887
496.5,477.14,88.36,3.54,473.6,84.82,0.746913,0.746913
497,478.22,89.62,3.62,474.6,86,0.741829,0.741829
497.6,478.8,90.92,3.58,475.22,87.34,0.735682,0.735682
498.1,479.42,91.98,3.72,475.7,88.26,0.731569,0.731569
498.6,479.92,93,3.5,476.42,89.5,0.726167,0.726167
499.1,480.74,94.88,3.68,477.06,91.2,0.718578,0.718578
499.7,481.24,96.4,3.5,477.74,92.9,0.711176,0.711176
500.2,481.72,97.58,3.5,478.22,94.08,0.70613,0.70613
500.7,482.32,98.78,3.14,479.18,95.64,0.699859,0.699859
501.3,483.22,101.34,3.34,479.88,98,0.689907,0.689907
501.8,483.8,103.36,3.18,480.62,100.18,0.681021,0.681021
502.3,483.66,104.72,3.3,480.36,101.42,0.675443,0.675443
502.8,484.04,105.88,3.1,480.94,102.78,0.670182,0.670182
503.4,484.86,107.94,3.32,481.54,104.62,0.663018,0.663018
503.9,485.18,109.6,3.12,482.06,106.48,0.655833,0.655833
504.4,485.5,110.8,3.14,482.36,107.66,0.651317,0.651317
504.9,486.4,112.5,2.98,483.42,109.52,0.644831,0.644831
505.5,487.52,115.16,3.2,484.32,111.96,0.63607,0.63607
506,487.96,117.9,3.1,484.86,114.8,0.625674,0.625674
506.5,488.56,120.54,3.32,485.24,117.22,0.616955,0.616955
507.1,489.78,122.64,3.3,486.48,119.34,0.610279,0.610279
507.6,490.74,126.28,3.44,487.3,122.84,0.598457,0.598457
508.1,491.7,129.64,3.52,488.18,126.12,0.587796,0.587796
508.6,492.2,131.74,3.68,488.52,128.06,0.581469,0.581469
509.2,493.56,134.36,3.64,489.92,130.72,0.573783,0.573783
509.7,495.38,138.18,3.72,491.66,134.46,0.563072,0.563072
510.2,496.82,141.58,3.72,493.1,137.86,0.553497,0.553497
510.7,497.9,144.68,3.76,494.14,140.92,0.544877,0.544877
511.3,499.44,147.78,3.58,495.86,144.2,0.536394,0.536394
511.8,501.38,151.74,3.82,497.56,147.92,0.526819,0.526819
512.3,503.14,154.96,3.72,499.42,151.24,0.518799,0.518799
512.8,504.38,157.68,3.82,500.56,153.86,0.51233,0.51233
513.4,505.72,159.94,3.54,502.18,156.4,0.506623,0.506623
513.9,507.72,164.32,3.64,504.08,160.68,0.496538,0.496538
514.4,509.38,168.02,3.66,505.72,164.36,0.488114,0.488114
515,510.78,171.36,3.64,507.14,167.72,0.480543,0.480543
515.5,512.42,174.52,3.36,509.06,171.16,0.473367,0.473367
516,514.62,179.66,3.54,511.08,176.12,0.46268,0.46268
516.5,516.58,183.74,3.4,513.18,180.34,0.454178,0.454178
517.1,518.12,187.26,3.46,514.66,183.8,0.447175,0.447175
517.6,520.08,190.84,3.36,516.72,187.48,0.4403,0.4403
518.1,522.58,195.36,3.44,519.14,191.92,0.432164,0.432164
518.6,524.4,199.86,3.5,520.9,196.36,0.423701,0.423701
519.2,526.12,203.82,3.5,522.62,200.32,0.416462,0.416462
519.7,528.18,207.8,3.18,525,204.62,0.409211,0.409211
520.2,530.72,212.68,3.36,527.36,209.32,0.401296,0.401296
520.8,532.5,217.14,3.52,528.98,213.62,0.393797,0.393797
521.3,533.96,220.96,3.62,530.34,217.34,0.387415,0.387415
521.8,535.84,225.26,3.4,532.44,221.86,0.380192,0.380192
522.3,538.24,230.54,3.5,534.74,227.04,0.37204,0.37204
522.9,540.72,235.8,3.52,537.2,232.28,0.364124,0.364124
523.4,542.62,240.26,3.6,539.02,236.66,0.35748,0.35748
523.9,544.2,245.26,3.42,540.78,241.84,0.349492,0.349492
524.4,546.34,251.34,3.56,542.78,247.78,0.340558,0.340558
525,548.18,256.5,3.64,544.54,252.86,0.33315,0.33315
525.5,549.66,261.3,3.68,545.98,257.62,0.326197,0.326197
526,551.32,266.26,3.58,547.74,262.68,0.319147,0.319147
526.6,553.58,271.56,3.68,549.9,267.88,0.312343,0.312343
527.1,555.36,276.62,3.64,551.72,272.98,0.305588,0.305588
527.6,556.9,281.72,3.64,553.26,278.08,0.29876,0.29876
528.1,558.4,286.24,3.38,555.02,282.86,0.292737,0.292737
528.7,560.36,291.66,3.54,556.82,288.12,0.286141,0.286141
529.2,561.64,296.2,3.52,558.12,292.68,0.280335,0.280335
529.7,562.68,300.16,3.52,559.16,296.64,0.275306,0.275306
530.2,564.32,304.78,3.34,560.98,301.44,0.269746,0.269746
530.8,566.32,310.6,3.56,562.76,307.04,0.263128,0.263128
531.3,567.36,315.56,3.54,563.82,312.02,0.256958,0.256958
531.8,568.12,319.54,3.6,564.52,315.94,0.252075,0.252075
532.4,569.36,324.06,3.48,565.88,320.58,0.246788,0.246788
532.9,570.66,329.74,3.58,567.08,326.16,0.240214,0.240214
533.4,571.42,334.76,3.52,567.9,331.24,0.234129,0.234129
533.9,571.92,338.48,3.64,568.28,334.84,0.229725,0.229725
534.5,572.4,341.98,3.46,568.94,338.52,0.225482,0.225482
535,573.58,346.9,3.66,569.92,343.24,0.220216,0.220216
535.5,574.18,351.64,3.68,570.5,347.96,0.214726,0.214726
536,574.5,355.96,3.72,570.78,352.24,0.20963,0.20963
536.6,574.8,359.48,3.58,571.22,355.9,0.205475,0.205475
537.1,575.68,363.62,3.76,571.92,359.86,0.201202,0.201202
537.6,576.1,367.68,3.7,572.4,363.98,0.196622,0.196622
538.2,576.54,371.32,3.78,572.76,367.54,0.192668,0.192668
538.7,576.8,373.88,3.7,573.1,370.18,0.189817,0.189817
539.2,577.42,377.26,3.78,573.64,373.48,0.186372,0.186372
539.7,577.7,380.18,3.84,573.86,376.34,0.183226,0.183226
540.3,577.72,382.4,3.9,573.82,378.5,0.18071,0.18071
540.8,578.06,385.1,3.72,574.34,381.38,0.177811,0.177811
541.3,578.5,387.8,3.88,574.62,383.92,0.17514,0.17514
541.8,578.26,389.92,3.94,574.32,385.98,0.172589,0.172589
542.4,578.08,391.58,3.96,574.12,387.62,0.170596,0.170596
542.9,577.92,393.64,3.64,574.28,390,0.168059,0.168059
543.4,578.12,396.2,3.72,574.4,392.48,0.165397,0.165397
544,578.14,398.2,3.74,574.4,394.46,0.163211,0.163211
544.5,578.02,399.84,3.8,574.22,396.04,0.161339,0.161339
545,577.76,401.56,3.3,574.46,398.26,0.159093,0.159093
545.5,578.14,403.94,3.4,574.74,400.54,0.156826,0.156826
546.1,578.02,405.8,3.38,574.64,402.42,0.154716,0.154716
546.6,577.84,407.38,3.46,574.38,403.92,0.152904,0.152904
547.1,578.04,408.8,3.24,574.8,405.56,0.151462,0.151462
547.6,578.28,410.8,3.26,575.02,407.54,0.149513,0.149513
548.2,578,412.84,3.22,574.78,409.62,0.14712,0.14712
548.7,577.98,414.28,3.32,574.66,410.96,0.145611,0.145611
549.2,577.86,415.82,3.26,574.6,412.56,0.143879,0.143879
549.8,578.44,418.36,3.44,575,414.92,0.141703,0.141703
550.3,578.28,420.1,3.46,574.82,416.64,0.139771,0.139771
550.8,577.98,420.98,3.48,574.5,417.5,0.138634,0.138634
551.3,578,422.3,3.24,574.76,419.06,0.13721,0.13721
551.9,578.5,424.58,3.4,575.1,421.18,0.135276,0.135276
552.4,578.48,426.44,3.4,575.08,423.04,0.133347,0.133347
552.9,578.26,427.76,3.48,574.78,424.28,0.131849,0.131849
553.4,578.08,429.38,3.22,574.86,426.16,0.129989,0.129989
554,579.02,431.6,3.34,575.68,428.26,0.128474,0.128474
554.5,579.36,433.66,3.44,575.92,430.22,0.126672,0.126672
555,579.34,435.36,3.5,575.84,431.86,0.124959,0.124959
555.6,579.82,437.42,3.4,576.42,434.02,0.123229,0.123229
556.1,580.68,439.56,3.5,577.18,436.06,0.121765,0.121765
556.6,580.96,441.28,3.44,577.52,437.84,0.120252,0.120252
557.1,581.38,442.82,3.66,577.72,439.16,0.119095,0.119095
